,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price_above_median
28,1.3571,26,4.492647058823529,1.0343137254901962,939.0,2.301470588235294,40.39,-122.27,0
29,3.1711,35,6.147388059701493,1.044776119402985,1454.0,2.712686567164179,38.59,-121.31,0
30,0.4999,23,6.054545454545455,1.6727272727272726,198.0,3.6,36.09,-119.99,0
31,1.1563,38,4.84390243902439,1.2,760.0,3.707317073170732,32.71,-117.13,0
32,2.295,32,3.695364238410596,1.086092715231788,1265.0,4.188741721854305,33.95,-118.21,0
33,4.337,34,5.953727506426735,0.9383033419023136,956.0,2.4575835475578405,33.97,-117.41,0
34,2.6339,13,4.1058020477815695,0.9965870307167236,1035.0,3.532423208191126,33.21,-117.25,0
35,2.7679,50,5.025821596244131,1.0586854460093895,1777.0,4.171361502347418,34.11,-118.24,0
36,3.3466,52,5.733542319749216,0.9435736677115988,694.0,2.175548589341693,37.96,-121.31,0
37,3.1286,19,5.23607427055703,1.0424403183023874,799.0,2.119363395225464,37.66,-120.97,0
38,1.8333,48,5.72,1.1714285714285717,605.0,3.4571428571428573,38.54,-121.46,0
39,2.6705,26,6.185344827586207,1.0086206896551724,544.0,2.3448275862068964,40.55,-122.37,0
40,2.3833,24,5.643382352941177,1.025735294117647,726.0,2.669117647058824,39.59,-121.74,0
41,2.3566,15,5.665775401069519,1.0401069518716577,1079.0,2.885026737967914,39.43,-121.52,0
42,1.7279,42,5.438095238095238,1.1238095238095238,597.0,2.842857142857143,37.12,-120.27,0
43,2.5389,47,5.346072186836518,1.0636942675159236,1308.0,2.777070063694268,38.54,-121.44,0
44,3.6667,40,5.989690721649485,1.127147766323024,981.0,3.3711340206185567,33.96,-118.1,0
45,2.3859,36,4.075371549893843,1.0658174097664543,4711.0,5.001061571125265,34.05,-117.76,0
46,2.0976,25,3.660839160839161,0.944055944055944,1505.0,5.2622377622377625,35.99,-119.96,0
47,2.5575,12,5.202676864244742,1.0497131931166348,1294.0,2.474187380497132,35.32,-119.03,0
48,1.8355,29,4.487364620938628,1.1263537906137184,836.0,3.0180505415162453,36.68,-119.76,0
49,2.2031,22,3.8241469816272966,1.0078740157480317,2962.0,3.887139107611549,37.35,-121.84,0
50,4.0658,44,4.523456790123457,0.9901234567901236,1056.0,2.607407407407408,33.87,-118.18,0
51,4.1957,11,5.569587628865979,0.9561855670103092,1267.0,3.265463917525773,35.31,-119.04,0
52,2.5111,49,4.886792452830188,0.9643605870020964,1290.0,2.7044025157232703,36.75,-119.75,0
53,2.25,25,5.893805309734513,1.092920353982301,726.0,3.2123893805309733,39.06,-121.55,0
54,2.8489,34,4.417773237997957,1.0367722165474975,2609.0,2.664964249233912,32.61,-117.06,0
55,2.9821,31,5.936619718309859,1.204225352112676,1504.0,3.5305164319248825,33.92,-117.5,0
56,2.5156,20,5.491379310344827,1.117816091954023,1241.0,3.5660919540229883,36.21,-119.08,0
57,3.4115,35,5.193548387096774,1.0099255583126552,1755.0,4.354838709677419,34.03,-117.96,0
58,2.1382,21,5.668498168498169,1.2472527472527473,1341.0,2.456043956043956,38.28,-120.65,0
59,3.1548,50,5.4017595307917885,1.1055718475073313,817.0,2.3958944281524928,34.01,-118.32,0
60,4.6914,7,6.808510638297872,1.0148936170212766,1522.0,3.238297872340425,34.51,-117.25,0
61,2.1563,29,4.475548060708263,1.1247892074198989,1822.0,3.072512647554806,34.12,-117.24,0
62,2.212,10,5.207762557077626,1.0136986301369864,1274.0,2.9086757990867578,40.67,-122.38,0
63,2.3571,17,4.612403100775194,1.065891472868217,1113.0,4.313953488372093,32.73,-115.52,0
64,0.8527,43,3.432900432900433,1.0173160173160174,736.0,3.186147186147186,33.94,-118.25,0
65,3.0306,19,4.061166429587482,1.0120910384068278,4163.0,2.960881934566145,33.15,-117.34,0
66,2.6051,45,3.9614512471655328,1.0975056689342404,1680.0,3.809523809523809,34.09,-118.23,0
67,2.9085,21,3.962922573609597,1.1025081788440567,1985.0,2.164667393675028,36.6,-121.86,0
68,3.1484,52,5.354748603351955,1.0251396648044693,722.0,2.016759776536313,38.57,-121.46,0
69,2.3036,35,4.62051282051282,1.176923076923077,1009.0,2.5871794871794878,37.79,-122.2,0
70,3.1875,18,5.0482374768089056,1.033395176252319,1667.0,3.0927643784786643,38.62,-122.87,0
71,2.0216,18,5.463291139240506,1.0455696202531646,1461.0,3.69873417721519,36.38,-119.21,0
72,2.9934,14,5.315656565656566,1.0,960.0,2.4242424242424243,34.41,-117.28,0
73,2.6771,42,4.375,0.925,444.0,3.7,34.11,-117.3,0
74,3.3667,45,4.992592592592593,0.9814814814814816,639.0,2.3666666666666667,39.15,-123.22,0
75,3.9537,17,6.013461538461539,1.0365384615384616,1390.0,2.673076923076923,39.25,-121.06,0
76,4.1482,7,5.674956622325043,1.1069982648930017,5595.0,3.2359745517640253,33.92,-117.25,0
77,2.7969,38,4.626707132018209,1.078907435508346,2167.0,3.288315629742033,37.79,-122.22,0
78,2.4526,29,5.782051282051282,1.121082621082621,1700.0,2.421652421652422,41.31,-122.3,0
79,2.5821,20,3.5811051693404634,1.0873440285204992,1570.0,1.3992869875222815,38.58,-121.5,0
80,3.5982,52,5.447457627118644,1.1220338983050848,900.0,3.0508474576271185,33.98,-118.31,0
81,1.7411,17,4.223577235772358,1.0406504065040652,728.0,2.959349593495935,32.85,-115.57,0
82,2.4821,24,4.769491525423729,1.1084745762711865,501.0,1.6983050847457628,37.73,-121.92,0
83,1.3417,7,4.793785310734464,1.1977401129943503,808.0,2.2824858757062145,33.78,-117.18,0
84,2.1955,34,4.136482939632546,0.9553805774278216,1153.0,3.026246719160105,32.62,-117.09,0
85,1.675,34,3.28099173553719,1.0909090909090908,250.0,2.066115702479338,33.99,-118.34,0
86,3.1167,39,4.659574468085107,1.0611702127659577,1071.0,2.848404255319149,37.78,-122.2,0
87,2.6765,20,5.3008356545961,1.1002785515320337,919.0,2.5598885793871866,38.01,-121.32,0
88,2.5192,47,5.721393034825871,1.2139303482587065,552.0,2.746268656716418,39.46,-123.84,0
89,1.6602,31,3.95260663507109,1.085308056872038,616.0,2.919431279620853,36.62,-119.68,0
90,2.7361,14,4.206611570247934,0.9834710743801652,1224.0,3.371900826446281,32.57,-117.07,0
91,4.069,28,5.247349823321555,0.9717314487632508,820.0,2.8975265017667846,32.69,-117.07,0
92,2.2727,10,4.934027777777778,1.0763888888888888,1443.0,2.505208333333333,36.59,-119.61,0
93,1.8357,24,3.877138413685848,1.077760497667185,1420.0,2.208398133748056,32.8,-116.96,0
94,2.1908,32,5.811594202898551,1.0579710144927537,868.0,3.1449275362318843,36.57,-119.67,0
95,5.0672,14,7.075664621676892,1.01840490797546,3196.0,3.2678936605316973,38.27,-122.06,0
96,4.3315,17,6.046511627906977,1.0116279069767442,709.0,2.748062015503876,36.83,-119.8,0
97,3.6212,31,6.15034965034965,1.062937062937063,1386.0,2.423076923076923,34.96,-120.42,0
98,3.6953,13,4.388402625820569,1.0240700218818382,2064.0,2.2582056892778994,38.33,-122.71,0
99,2.1898,40,5.915407854984895,1.1661631419939578,725.0,2.190332326283988,41.23,-122.27,0
100,2.1731,29,5.086956521739131,1.0031055900621118,942.0,2.9254658385093166,36.29,-119.12,0
101,2.7368,29,5.181034482758621,0.9913793103448276,2317.0,3.329022988505747,38.49,-121.5,0
102,1.1311,29,3.8753180661577606,1.1195928753180662,1302.0,3.312977099236641,32.67,-115.49,0
103,4.0517,36,5.380597014925373,1.0111940298507462,990.0,3.694029850746269,33.91,-118.09,0
104,4.9962,26,6.104553119730186,1.0236087689713322,2000.0,3.372681281618887,32.62,-117.04,0
105,1.8242,47,4.257990867579909,1.0616438356164384,1916.0,4.3744292237442925,33.99,-118.26,0
106,1.9311,17,4.231437598736177,1.052132701421801,3030.0,2.393364928909953,33.82,-118.22,0
107,1.9375,16,5.303664921465969,1.036649214659686,1031.0,2.698952879581152,39.75,-122.23,0
108,2.1406,41,3.67027027027027,0.9945945945945946,788.0,4.25945945945946,33.95,-118.2,0
109,2.06,40,5.28021978021978,1.0934065934065933,509.0,2.7967032967032965,34.15,-117.3,0
110,5.187,45,7.149732620320855,1.0,471.0,2.518716577540107,36.79,-119.8,0
111,3.1455,16,5.118566176470588,1.0165441176470589,3148.0,2.8933823529411766,39.28,-123.22,0
112,3.9816,27,4.928667563930014,1.1224764468371466,3009.0,4.049798115746972,33.73,-117.93,0
113,1.625,26,4.0,1.0,35.0,3.888888888888889,34.02,-118.2,0
114,2.2321,21,5.803191489361702,1.1063829787234043,660.0,3.5106382978723403,41.54,-120.87,0
115,1.5156,44,5.004282655246253,1.2055674518201285,1238.0,2.650963597430407,34.13,-117.29,0
116,2.2042,22,3.554517133956386,1.0342679127725856,1189.0,3.70404984423676,34.01,-118.11,0
117,2.3636,39,3.9933993399339935,1.023102310231023,1294.0,4.270627062706271,34.06,-117.63,0
118,1.7462,29,4.681159420289855,0.9758454106280192,1487.0,3.5917874396135265,36.2,-119.35,0
119,3.7543,42,4.184873949579832,1.0084033613445378,548.0,4.605042016806722,34.02,-118.2,0
120,3.7933,22,6.112860892388452,1.099737532808399,1456.0,3.8215223097112863,33.25,-117.3,0
121,2.9375,17,5.021396396396397,1.063063063063063,1812.0,2.0405405405405403,38.16,-122.25,0
122,4.25,24,5.439899833055092,1.0676126878130217,3441.0,2.87228714524207,33.68,-117.96,0
123,2.1354,29,3.687218045112782,1.0526315789473684,3029.0,4.5548872180451125,34.05,-117.74,0
124,3.3977,31,5.443333333333333,1.0533333333333332,944.0,3.1466666666666665,38.28,-122.3,0
125,1.875,40,4.110266159695818,1.0722433460076046,970.0,3.688212927756654,34.09,-118.22,0
126,1.2171,52,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0
127,3.07,15,5.385624344176286,0.9758656873032528,4591.0,2.408709338929696,39.76,-121.89,0
128,2.7396,7,6.548076923076923,1.2019230769230769,485.0,4.663461538461538,34.59,-117.92,0
129,2.5417,30,5.086021505376344,1.1720430107526882,242.0,2.6021505376344085,38.01,-120.37,0
130,3.5129,25,5.725490196078432,0.9950980392156864,1172.0,2.872549019607843,38.71,-121.44,0
131,0.9889,40,3.611111111111111,1.0,1068.0,3.955555555555556,33.93,-118.25,0
132,1.7207,40,3.0656814449917897,1.0394088669950738,2223.0,3.6502463054187193,33.98,-118.25,0
133,3.4583,28,4.28125,1.0677083333333333,627.0,3.265625,33.84,-118.21,0
134,3.588,32,5.803757828810021,0.9812108559498957,1281.0,2.674321503131524,39.43,-123.37,0
135,3.2993,25,5.553191489361702,1.148936170212766,789.0,3.3574468085106384,38.13,-121.25,0
136,2.2717,18,5.520259319286872,1.0907617504051863,1567.0,2.539708265802269,39.83,-120.46,0
137,3.2123,17,4.946403385049365,0.9816643159379408,1867.0,2.633286318758816,38.14,-121.3,0
138,3.0,32,5.292792792792793,0.9369369369369368,774.0,3.4864864864864864,37.4,-120.94,0
139,3.4228,7,4.466539196940727,1.0717017208413002,2534.0,2.422562141491396,34.05,-117.3,0
140,1.8958,33,4.939516129032258,1.1088709677419355,1065.0,4.294354838709677,36.61,-119.52,0
141,4.087,23,5.641176470588236,0.9970588235294118,1392.0,4.094117647058823,32.58,-117.05,0
142,2.1875,28,4.160714285714286,1.0714285714285714,432.0,2.571428571428572,34.06,-117.18,0
143,2.4583,31,5.325925925925926,1.1851851851851851,816.0,3.022222222222222,34.65,-120.47,0
144,1.3654,47,5.6,1.2894736842105263,603.0,3.173684210526316,39.51,-121.56,0
145,4.744,10,6.310258548790659,1.1242702251876564,3227.0,2.6914095079232694,37.66,-120.93,0
146,2.1806,52,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0
147,2.5441,41,5.333333333333333,1.178030303030303,793.0,3.003787878787879,34.37,-119.29,0
148,2.1607,48,4.401162790697675,1.0930232558139534,1353.0,3.933139534883721,34.0,-118.28,0
149,3.0507,52,4.427645788336933,1.062634989200864,1277.0,2.758099352051836,38.11,-122.24,0
150,2.0089,44,4.461240310077519,1.0193798449612403,518.0,2.007751937984496,38.56,-121.48,0
151,4.0815,21,5.166666666666667,1.0026881720430108,1130.0,3.0376344086021505,37.79,-121.23,0
152,1.8857,31,4.655172413793103,1.0517241379310345,1154.0,3.3160919540229883,36.08,-119.01,0
153,5.2608,19,7.092857142857143,1.0446428571428572,1586.0,2.8321428571428573,36.73,-119.71,0
154,4.5263,33,6.552380952380952,1.0285714285714285,1384.0,4.393650793650794,33.79,-117.99,0
155,2.4726,15,5.180576631259484,1.0007587253414263,3002.0,2.277693474962064,39.15,-121.07,0
156,3.3272,35,5.073170731707317,0.983739837398374,1054.0,2.856368563685637,36.79,-119.83,0
157,4.3952,12,5.860688550840672,1.0240192153722978,4048.0,3.2409927942353884,32.88,-116.98,0
158,2.5179,42,4.424242424242424,1.0722610722610724,1503.0,3.5034965034965038,33.93,-118.28,0
159,4.0211,4,6.3704712612367205,1.1362026695723235,10493.0,2.858349223644784,34.68,-118.09,0
160,1.3952,41,4.459882583170255,1.0528375733855186,1908.0,3.733855185909981,36.06,-119.02,0
161,1.9906,29,8.970967741935484,1.9903225806451608,890.0,2.870967741935484,38.88,-122.72,0
162,2.6618,22,4.210131332082551,1.0787992495309568,1543.0,2.8949343339587243,33.77,-117.97,0
163,0.6991,26,2.669021190716448,1.014127144298688,1660.0,1.6750756811301717,36.72,-119.73,0
164,2.5743,15,5.64935064935065,1.0357142857142858,1332.0,4.324675324675325,36.35,-119.29,0
165,1.6033,44,4.951289398280802,1.0515759312320916,1042.0,2.98567335243553,38.64,-121.42,0
166,1.5281,29,5.095890410958904,1.095890410958904,1137.0,3.115068493150685,39.29,-121.68,0
167,2.9271,6,2.4880763116057234,0.9523052464228936,3157.0,5.019077901430842,33.75,-117.86,0
168,0.6831,37,3.904831625183016,0.9824304538799414,2865.0,4.194729136163982,33.95,-118.23,0
169,1.5635,17,3.4126506024096384,1.0436746987951808,3200.0,4.819277108433735,37.29,-120.48,0
170,1.4464,30,3.657794676806084,1.1064638783269962,1280.0,4.866920152091255,34.01,-118.25,0
171,2.3357,48,4.064935064935065,0.9902597402597404,673.0,2.185064935064935,37.67,-122.09,0
172,3.2813,31,6.162679425837321,1.0956937799043065,1306.0,3.124401913875598,36.8,-119.69,0
173,4.9306,17,4.635245901639344,0.9672131147540984,622.0,2.5491803278688523,33.85,-117.86,0
174,3.7917,16,6.155294117647059,0.9929411764705882,1090.0,2.5647058823529414,39.26,-120.99,0
175,2.525,46,3.947040498442368,1.0093457943925233,792.0,2.467289719626168,37.87,-122.29,0
176,1.2188,40,3.882911392405063,1.0443037974683544,1199.0,3.794303797468354,32.7,-117.14,0
177,1.4861,23,4.325396825396825,1.0396825396825398,610.0,4.841269841269841,33.93,-118.23,0
178,3.7857,19,20.2,4.05,187.0,2.3375,36.79,-118.91,0
179,2.6637,14,3.925438596491228,1.0789473684210529,1933.0,2.119517543859649,35.34,-119.05,0
180,2.8833,38,5.120253164556962,0.9493670886075948,1272.0,2.6835443037974684,37.47,-121.14,0
181,2.2024,5,4.098984771573604,0.9822335025380712,1094.0,2.7766497461928936,32.72,-117.1,0
182,1.6125,52,3.135135135135135,1.364864864864865,286.0,1.9324324324324325,37.78,-122.4,0
183,2.1771,18,5.127272727272727,1.0772727272727274,772.0,3.5090909090909093,36.44,-119.97,0
184,1.4066,39,4.633123689727463,1.0440251572327044,1752.0,3.672955974842768,34.12,-117.32,0
185,3.5625,15,16.611764705882354,2.9529411764705884,703.0,2.756862745098039,34.25,-117.17,0
186,3.2292,34,5.33030303030303,1.0696969696969696,2083.0,6.3121212121212125,33.74,-117.89,0
187,4.6976,36,5.362612612612613,0.9436936936936936,1669.0,3.759009009009009,33.92,-118.09,0
188,1.655,23,5.95045045045045,1.1666666666666667,749.0,3.373873873873874,40.57,-122.4,0
189,1.7463,36,3.424489795918368,1.020408163265306,1079.0,4.404081632653061,34.07,-118.22,0
190,3.0181,10,5.758620689655173,1.088669950738916,2845.0,3.5036945812807883,34.51,-117.28,0
191,3.8906,15,4.832386363636363,0.9829545454545454,723.0,2.053977272727273,38.67,-121.27,0
192,3.2452,17,5.841573033707865,1.149438202247191,2036.0,2.2876404494382023,38.58,-122.83,0
193,2.8588,14,3.87708830548926,1.1181384248210025,1929.0,2.301909307875895,32.9,-117.12,0
194,2.1515,6,5.440366972477064,1.073394495412844,1135.0,5.206422018348624,36.72,-119.55,0
195,2.551,37,4.840466926070039,1.1245136186770428,1854.0,3.607003891050584,37.93,-121.29,0
196,1.6063,20,4.88981288981289,1.155925155925156,1217.0,2.5301455301455302,34.13,-116.31,0
197,3.0216,37,5.539094650205762,1.0041152263374489,1263.0,2.598765432098765,40.79,-124.15,0
198,2.6964,31,3.6206896551724137,0.9379310344827586,627.0,4.324137931034483,34.03,-118.19,0
199,3.7969,35,5.23989898989899,1.0707070707070707,1312.0,3.313131313131313,33.92,-118.02,0
200,1.7067,49,4.304878048780488,1.0152439024390243,901.0,2.7469512195121952,33.98,-118.32,0
201,3.1691,42,3.530092592592593,1.0555555555555556,1688.0,3.907407407407408,34.1,-118.24,0
202,2.6544,12,5.958333333333333,1.2916666666666667,517.0,2.154166666666667,38.06,-120.4,0
203,3.5179,16,3.64765784114053,1.054989816700611,1006.0,2.0488798370672097,32.79,-117.11,0
204,2.25,31,3.558558558558558,1.0855855855855856,1095.0,4.9324324324324325,34.28,-119.14,0
205,2.0353,32,4.706855791962175,1.1914893617021276,1139.0,2.692671394799054,37.96,-122.35,0
206,3.65,18,4.421733505821475,1.054333764553687,1961.0,2.536869340232859,33.84,-117.95,0
207,3.1736,39,5.364116094986807,0.9762532981530344,956.0,2.5224274406332454,35.43,-119.02,0
208,2.9643,48,5.548628428927681,1.0798004987531171,1170.0,2.917705735660848,33.99,-118.34,0
209,2.6618,10,6.204081632653061,1.2551020408163265,1403.0,2.045189504373178,34.1,-116.32,0
210,2.9803,45,4.647577092511013,1.0881057268722467,1404.0,3.092511013215859,33.87,-118.17,0
211,1.5347,31,4.987068965517241,1.1896551724137931,956.0,4.120689655172414,37.96,-122.36,0
212,3.3636,43,4.397394136807818,0.9348534201954396,811.0,2.6416938110749184,34.03,-118.37,0
213,3.9615,36,5.964601769911504,1.0044247787610618,1192.0,2.6371681415929205,34.7,-118.15,0
214,2.6125,26,5.213151927437642,1.124716553287982,1259.0,2.854875283446712,34.53,-117.31,0
215,2.0809,21,5.397435897435898,1.0929487179487178,1052.0,3.371794871794872,37.16,-120.41,0
216,3.5072,29,5.154135338345864,0.9172932330827068,2477.0,4.656015037593985,34.1,-117.74,0
217,1.425,43,3.690909090909091,1.018181818181818,1805.0,4.102272727272728,37.96,-121.27,0
218,3.1641,18,5.477203647416413,1.0182370820668694,1110.0,3.3738601823708207,37.55,-120.8,0
219,2.6149,10,5.599269183922046,1.2289890377588306,2227.0,2.712545676004872,34.86,-118.15,0
220,3.15,14,6.364341085271318,1.317829457364341,477.0,3.697674418604651,40.69,-121.83,0
221,2.2672,16,5.32518337408313,1.0770171149144254,1629.0,1.9914425427872864,38.03,-121.29,0
222,1.9038,16,5.456445993031359,1.0662020905923344,652.0,2.2717770034843205,39.92,-122.17,0
223,3.8292,21,5.763527054108216,1.0801603206412826,1387.0,2.779559118236473,33.1,-117.09,0
224,2.6288,37,5.230061349693251,0.9969325153374232,827.0,2.53680981595092,38.52,-121.45,0
225,1.5278,19,6.436123348017621,1.497797356828194,515.0,2.2687224669603525,39.83,-123.84,0
226,3.8355,38,5.112994350282486,1.0480225988700564,1257.0,3.5508474576271185,34.08,-117.63,0
227,2.6226,40,4.071216617210682,1.0504451038575668,2747.0,4.07566765578635,34.09,-118.18,0
228,2.212,19,4.47953216374269,0.9961013645224172,1246.0,2.4288499025341133,34.96,-120.42,0
229,2.96,19,5.0701754385964914,1.067251461988304,866.0,2.5321637426900585,40.95,-124.11,0
230,1.5326,52,3.676795580110497,0.9558011049723756,1144.0,3.160220994475138,33.97,-118.26,0
231,2.2155,31,4.98469387755102,1.217687074829932,1969.0,3.348639455782313,35.35,-119.0,0
232,2.4028,17,31.77777777777778,9.703703703703704,47.0,1.7407407407407407,40.06,-121.54,0
233,3.0147,30,4.385714285714286,1.1333333333333333,1491.0,3.55,33.91,-118.3,0
234,3.0,34,6.25531914893617,1.0425531914893618,147.0,3.127659574468085,37.5,-121.21,0
235,3.8194,5,5.94015748031496,0.9748031496062992,2097.0,3.302362204724409,34.54,-117.18,0
236,2.3917,30,4.763713080168777,1.059071729957806,1034.0,4.362869198312236,34.09,-117.32,0
237,3.2578,18,5.755154639175258,1.2139175257731958,919.0,2.368556701030928,33.94,-116.47,0
238,5.318,27,6.32156862745098,0.9176470588235294,630.0,2.4705882352941178,38.01,-121.33,0
239,3.6897,38,4.322115384615385,1.0360576923076923,2416.0,2.9038461538461537,33.85,-118.18,0
240,3.0288,40,5.125506072874494,1.040485829959514,547.0,2.214574898785425,38.13,-121.73,0
241,2.0655,37,4.684210526315789,1.1345029239766082,1553.0,4.54093567251462,33.96,-118.24,0
242,2.2094,20,2.1652490886998783,1.088699878493317,1749.0,2.1251518833535843,34.06,-118.3,0
243,2.4722,23,5.430703624733476,1.0746268656716418,1235.0,2.633262260127932,38.61,-121.28,0
244,3.8125,36,3.3142857142857145,0.8571428571428571,193.0,5.514285714285714,34.0,-117.92,0
245,1.2012,27,4.322857142857143,1.0685714285714285,839.0,2.397142857142857,36.32,-119.29,0
246,2.2604,43,3.671480144404332,1.184115523465704,836.0,3.0180505415162453,37.77,-122.21,0
247,4.555,39,4.900621118012422,0.984472049689441,872.0,2.7080745341614905,34.25,-117.55,0
248,2.8472,27,12.32,2.993333333333333,396.0,2.64,40.16,-123.22,0
249,1.3882,47,4.394190871369295,1.112033195020747,693.0,2.87551867219917,36.33,-119.65,0
250,3.7562,34,5.475218658892128,1.0583090379008746,2237.0,3.260932944606414,37.98,-122.35,0
251,4.125,38,4.7734375,1.1015625,756.0,2.953125,33.9,-118.12,0
252,3.3611,36,5.911764705882353,0.965686274509804,537.0,2.6323529411764706,39.16,-121.58,0
253,2.4432,21,4.464337700145561,1.027656477438137,2140.0,3.1149927219796214,34.07,-117.25,0
254,1.6389,44,4.43859649122807,0.9473684210526316,1296.0,3.2481203007518795,33.95,-118.26,0
255,3.8333,36,5.644314868804665,1.0058309037900874,861.0,2.510204081632653,32.79,-117.09,0
256,2.6964,47,3.493377483443709,0.9867549668874172,1303.0,4.314569536423841,34.02,-118.16,0
257,4.5,36,4.94044665012407,0.9826302729528535,1306.0,3.240694789081886,33.95,-118.09,0
258,1.75,31,3.257575757575758,0.9393939393939394,192.0,2.909090909090909,37.63,-121.0,0
259,3.6125,36,4.969957081545064,0.9356223175965666,619.0,2.6566523605150216,32.73,-117.08,0
260,1.5714,39,3.830357142857143,1.0178571428571428,1222.0,5.455357142857143,36.52,-119.29,0
261,2.6012,16,5.280737704918033,1.014344262295082,1232.0,2.5245901639344264,39.15,-123.19,0
262,3.9,37,4.35279805352798,1.0316301703163018,2279.0,5.545012165450122,34.26,-118.42,0
263,3.0466,15,3.0356798457087755,1.0761812921890068,3556.0,3.429122468659595,37.36,-121.85,0
264,4.5187,16,4.605263157894737,1.0745614035087718,722.0,3.1666666666666665,37.38,-121.87,0
265,3.0486,34,5.443627450980392,1.068627450980392,1131.0,2.772058823529412,35.34,-119.03,0
266,3.0466,11,6.534090909090909,1.226010101010101,2144.0,2.707070707070707,38.97,-122.78,0
267,2.6812,43,5.843023255813954,1.162790697674419,492.0,2.86046511627907,37.98,-121.27,0
268,3.7891,16,10.375478927203066,1.842911877394636,712.0,2.727969348659004,38.86,-120.04,0
269,3.0625,8,5.283194057567316,1.1039925719591457,2887.0,2.680594243268338,39.73,-121.79,0
270,1.7333,19,5.425196850393701,1.125984251968504,355.0,2.795275590551181,40.45,-120.36,0
271,2.9479,5,5.564150943396227,1.2660377358490569,1620.0,3.056603773584906,34.55,-117.54,0
272,2.065,26,10.583333333333334,2.055555555555556,498.0,2.305555555555556,39.52,-120.51,0
273,3.7708,26,13.603004291845494,2.6695278969957084,1177.0,2.525751072961373,34.23,-117.27,0
274,3.1786,34,2.8907563025210083,0.907563025210084,315.0,2.647058823529412,34.06,-117.73,0
275,4.7568,12,6.446215139442231,1.0,1610.0,3.207171314741036,33.92,-117.16,0
276,3.0208,12,6.1,1.211111111111111,209.0,2.3222222222222224,33.94,-116.71,0
277,3.3625,19,9.68108108108108,1.983783783783784,327.0,1.7675675675675675,33.28,-116.32,0
278,0.9437,52,2.611111111111111,0.8611111111111112,301.0,4.180555555555555,38.44,-122.72,0
279,3.8,31,4.791744840525328,0.9662288930581614,1507.0,2.827392120075047,38.25,-122.64,0
280,1.1912,22,52.69047619047619,8.857142857142858,98.0,2.333333333333333,39.15,-120.06,0
281,1.8839,32,11.572519083969466,2.206106870229008,304.0,2.3206106870229006,39.66,-120.48,0
