,date,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
31,0.898367,0.148936,0.045244,0.286968,0.00268,0.350337,0.770614,0
32,0.451396,0.255319,0.038309,0.378756,0.002563,0.399275,0.660965,0
33,0.473829,0.319149,0.028071,0.509075,0.001888,0.508804,0.602193,0
34,0.008938,0.340426,0.074967,0.681642,0.003467,0.422915,0.414912,0
35,0.026901,0.893617,0.097304,0.402261,0.003467,0.422915,0.414912,0
36,0.908013,0.106383,0.047526,0.191163,0.003151,0.35681,0.535526,0
37,0.004292,0.87234,0.046806,0.5,0.003467,0.422915,0.414912,0
38,0.885403,0.617021,0.029242,0.535109,0.001992,0.516054,0.435526,0
39,0.013141,0.638298,0.041401,0.258405,0.003467,0.422915,0.414912,0
40,0.442414,0.914894,0.060886,0.358375,0.004182,0.378301,0.500526,0
41,0.876244,0.148936,0.021016,0.155906,0.000833,0.246763,0.815351,0
42,0.442812,0.893617,0.053891,0.491669,0.003749,0.435267,0.315789,0
43,0.446617,0.680851,0.042873,0.433204,0.002524,0.249871,0.765789,0
44,0.455555,0.659574,0.032214,0.348111,0.001543,0.238736,0.854825,0
45,0.434671,0.042553,0.044314,0.14936,0.003467,0.422915,0.414912,0
46,0.460378,0.340426,0.041672,0.533621,0.002852,0.562662,0.277193,0
47,0.893545,0.255319,0.096223,0.482594,0.00618,0.434231,0.714035,0
48,0.911199,0.361702,0.043953,0.387682,0.002813,0.237442,0.781579,0
49,0.885182,0.0,0.038039,0.487057,0.002507,0.398757,0.590789,0
50,0.438166,0.085106,0.067942,0.254835,0.003467,0.422915,0.414912,0
51,0.495686,0.829787,0.033145,0.417138,0.002324,0.479544,0.145614,0
52,0.46905,0.659574,0.030083,0.335466,0.001982,0.253496,0.615351,0
53,0.438609,0.021277,0.051759,0.255281,0.003467,0.422915,0.414912,0
54,0.894695,0.212766,0.049808,0.278489,0.003205,0.363801,0.691228,0
55,0.889828,0.680851,0.028942,0.589557,0.002073,0.624029,0.266228,0
56,0.890315,0.06383,0.032034,0.338292,0.001986,0.419731,0.67193,0
57,0.443299,0.829787,0.048787,0.56992,0.003317,0.529259,0.465789,0
58,0.438697,0.212766,0.046836,0.179857,0.003467,0.422915,0.414912,0
59,0.898633,0.191489,0.033596,0.191312,0.002208,0.266183,0.655702,0
60,0.464448,0.744681,0.028101,0.325945,0.001892,0.270585,0.587281,0
61,0.451971,0.085106,0.041011,0.451354,0.002775,0.431124,0.67807,0
62,0.455865,0.595745,0.032425,0.305118,0.001421,0.230968,0.738596,0
63,0.889518,0.510638,0.033956,0.545225,0.002395,0.596323,0.25,0
64,0.903057,0.851064,0.070494,0.533323,0.005004,0.52175,0.393421,0
65,0.425468,0.021277,0.077279,0.291431,0.003467,0.422915,0.414912,0
66,0.46082,0.93617,0.034586,0.49152,0.002387,0.370016,0.330263,0
67,0.880359,0.893617,0.041822,0.33249,0.002723,0.288193,0.59693,0
68,0.469714,0.12766,0.024949,0.084052,0.001672,0.165199,0.704386,0
69,0.885536,0.425532,0.031284,0.554746,0.002179,0.649404,0.290789,0
70,0.880536,0.06383,0.036988,0.302886,0.00242,0.349819,0.566228,0
71,0.893677,0.446809,0.041311,0.521273,0.002628,0.350337,0.757456,0
72,0.456617,0.93617,0.034076,0.575126,0.002221,0.436561,0.734649,0
73,0.474138,0.319149,0.028071,0.46742,0.001882,0.389436,0.649123,0
74,0.031105,0.851064,0.060076,0.382327,0.003467,0.422915,0.414912,0
75,0.867263,0.0,0.032845,0.310622,0.002185,0.262558,0.644298,0
76,0.433698,0.510638,0.046535,0.317316,0.003467,0.422915,0.414912,0
77,0.473696,0.276596,0.028101,0.307795,0.001851,0.345158,0.800439,0
78,0.86828,0.06383,0.027021,0.205147,0.001614,0.322113,0.726316,0
79,0.899164,0.106383,0.070013,0.290985,0.004607,0.381926,0.599561,0
80,0.465555,0.489362,0.046565,0.517554,0.003398,0.353703,0.161404,0
81,0.872439,0.787234,0.044824,0.598631,0.002991,0.626618,0.415789,0
82,0.45144,0.957447,0.03885,0.676584,0.002574,0.479544,0.712719,0
83,0.004734,0.595745,0.075117,0.544035,0.003467,0.422915,0.414912,0
84,0.868103,0.404255,0.030263,0.574978,0.001969,0.512947,0.517982,0
85,0.013008,0.531915,0.041732,0.530497,0.003467,0.422915,0.414912,0
86,0.465289,0.170213,0.02687,0.149212,0.001836,0.204557,0.487719,0
87,0.022565,0.638298,0.057644,0.437072,0.003467,0.422915,0.414912,0
88,0.880669,0.595745,0.035277,0.288753,0.002192,0.193423,0.819298,0
89,0.47436,0.234043,0.021016,0.067837,0.001084,0.04117,0.889912,0
90,0.880227,0.829787,0.034826,0.482594,0.002439,0.514759,0.199561,0
91,0.897925,0.085106,0.046325,0.448974,0.003039,0.459347,0.626754,0
92,0.013583,0.170213,0.041431,0.213478,0.003467,0.422915,0.414912,0
93,0.451219,0.212766,0.040891,0.211098,0.002671,0.251165,0.726754,0
94,0.434538,0.297872,0.040861,0.205445,0.003467,0.422915,0.414912,0
95,0.889961,0.765957,0.037559,0.647426,0.002489,0.548938,0.52807,0
96,0.45644,0.361702,0.033145,0.517257,0.00221,0.357069,0.555263,0
97,0.898633,0.680851,0.097394,0.616632,0.006404,0.583635,0.42807,0
98,0.894208,0.680851,0.060196,0.593127,0.004086,0.631538,0.432018,0
99,0.438343,0.87234,0.069593,0.430824,0.003467,0.422915,0.414912,0
100,0.908057,0.425532,0.054341,0.541059,0.003673,0.563439,0.377193,0
101,0.473784,0.0,0.027981,0.243975,0.001851,0.282237,0.735965,0
102,0.473563,0.106383,0.022127,0.148468,0.001491,0.251683,0.603947,0
103,0.009469,0.148936,0.041642,0.153079,0.003467,0.422915,0.414912,0
104,0.881244,0.319149,0.029422,0.454775,0.001998,0.493527,0.358333,0
105,0.876067,0.148936,0.016483,0.11083,0.000924,0.209218,0.835088,0
106,0.018229,0.510638,0.046866,0.507736,0.003467,0.422915,0.414912,0
107,0.456086,0.553191,0.034226,0.518893,0.002339,0.513723,0.416667,0
108,0.009424,0.851064,0.041642,0.545522,0.003467,0.422915,0.414912,0
109,0.889739,0.851064,0.043293,0.764802,0.003016,0.627654,0.382456,0
110,0.912349,0.914894,0.044164,0.407468,0.002962,0.312532,0.55,0
111,0.474404,0.893617,0.035817,0.340375,0.002505,0.18203,0.488596,0
112,0.46113,0.723404,0.031134,0.452395,0.002142,0.430606,0.285965,0
113,0.912349,0.617021,0.064429,0.487057,0.00441,0.535215,0.286404,0
114,0.433786,0.659574,0.049538,0.529753,0.003467,0.422915,0.414912,0
115,0.451175,0.87234,0.042632,0.661559,0.002831,0.503625,0.513596,0
116,0.894651,0.276596,0.057554,0.518001,0.003257,0.472812,0.613596,0
117,0.429273,0.148936,0.055242,0.085986,0.003467,0.422915,0.414912,0
118,0.877129,0.702128,0.037198,0.612913,0.002565,0.523563,0.297807,0
119,0.013849,0.340426,0.075027,0.728801,0.003467,0.422915,0.414912,0
120,0.894783,0.234043,0.076618,0.379798,0.004998,0.411704,0.612281,0
121,0.00907,0.06383,0.045304,0.464891,0.003467,0.422915,0.414912,0
122,0.894164,0.234043,0.059986,0.361648,0.002769,0.427499,0.721053,0
123,0.912393,0.021277,0.047166,0.322969,0.003224,0.343863,0.435965,0
124,0.46936,0.87234,0.030293,0.297679,0.002011,0.266183,0.616228,0
125,0.013406,0.617021,0.041371,0.336805,0.003467,0.422915,0.414912,0
126,0.880271,0.531915,0.038309,0.548795,0.002705,0.487053,0.217105,0
127,0.87151,0.851064,0.028882,0.510116,0.001859,0.492491,0.781579,0
128,0.880315,0.744681,0.038549,0.526927,0.0027,0.461678,0.271053,0
129,0.46551,0.106383,0.02621,0.147426,0.001768,0.232522,0.594737,0
130,0.867749,0.574468,0.028522,0.581077,0.001797,0.585966,0.755263,0
131,0.89912,0.191489,0.045965,0.231925,0.003016,0.328586,0.654825,0
132,0.867439,0.021277,0.024018,0.195775,0.001037,0.244951,0.814912,0
133,0.451484,0.574468,0.043203,0.645939,0.002958,0.641636,0.460088,0
134,0.026901,0.914894,0.09247,0.416096,0.003467,0.422915,0.414912,0
135,0.429362,0.297872,0.077519,0.499851,0.003467,0.422915,0.414912,0
136,0.424848,0.085106,0.055242,0.120649,0.003467,0.422915,0.414912,0
137,0.425202,0.404255,0.062748,0.491372,0.003467,0.422915,0.414912,0
138,0.447104,0.042553,0.040771,0.514728,0.00241,0.474107,0.734211,0
139,0.86797,0.106383,0.027081,0.163493,0.001332,0.225272,0.858333,0
140,0.013451,0.723404,0.072175,0.396162,0.003467,0.422915,0.414912,0
141,0.452192,0.638298,0.033025,0.31449,0.002231,0.222424,0.651754,0
142,0.438653,0.234043,0.046776,0.203065,0.003467,0.422915,0.414912,0
143,0.425689,0.255319,0.067281,0.346772,0.003467,0.422915,0.414912,0
144,0.455555,0.553191,0.033025,0.372508,0.001618,0.281719,0.842105,0
145,0.867484,0.12766,0.021586,0.148765,0.001408,0.230451,0.824123,0
146,0.880934,0.553191,0.02624,0.484677,0.001778,0.486018,0.535526,0
147,0.455909,0.914894,0.036388,0.543439,0.00252,0.45883,0.55614,0
148,0.004956,0.680851,0.042422,0.524249,0.003467,0.422915,0.414912,0
149,0.977744,0.659574,0.028852,0.510414,0.002032,0.537804,0.332018,0
150,0.442635,0.680851,0.048847,0.371764,0.003243,0.184878,0.672368,0
151,0.46905,0.06383,0.040471,0.189527,0.002682,0.30088,0.507018,0
152,0.872041,0.638298,0.028552,0.644302,0.001797,0.498705,0.77807,0
153,0.474448,0.234043,0.034166,0.202023,0.002347,0.128172,0.453509,0
154,0.871864,0.297872,0.028702,0.513538,0.001878,0.563956,0.579386,0
155,0.425379,1.0,0.086796,0.395418,0.003467,0.422915,0.414912,0
156,0.005044,0.404255,0.047886,0.642963,0.003467,0.422915,0.414912,0
157,0.903323,0.617021,0.057013,0.487057,0.003828,0.535215,0.414035,0
158,0.473961,0.042553,0.027561,0.235495,0.001633,0.354738,0.641228,0
159,0.911508,0.042553,0.043443,0.186254,0.002844,0.365355,0.557018,0
160,0.460643,0.234043,0.030083,0.259,0.001986,0.28638,0.666228,0
161,0.46551,0.978723,0.029212,0.42294,0.001988,0.330658,0.530702,0
162,0.906818,0.787234,0.076078,0.559506,0.005073,0.520715,0.489035,0
163,0.428963,0.12766,0.055242,0.079589,0.003467,0.422915,0.414912,0
164,0.031547,0.0,0.061577,0.363136,0.003467,0.422915,0.414912,0
165,0.001018,0.638298,0.043833,0.450461,0.003467,0.422915,0.414912,0
166,0.425202,0.468085,0.062387,0.485719,0.003467,0.422915,0.414912,0
167,0.867838,0.978723,0.029002,0.418179,0.001705,0.397721,0.608772,0
168,0.872528,0.0,0.030954,0.387682,0.001984,0.384775,0.826316,0
169,0.469183,0.87234,0.043293,0.417138,0.002867,0.352667,0.517544,0
170,0.465378,0.851064,0.027951,0.350045,0.00188,0.328845,0.601316,0
171,0.911862,0.744681,0.044073,0.47947,0.002916,0.448731,0.493421,0
172,0.47405,0.957447,0.034917,0.338292,0.001537,0.236147,0.802193,0
173,0.438122,0.042553,0.060586,0.383666,0.003467,0.422915,0.414912,0
174,0.026901,0.87234,0.097304,0.369384,0.003467,0.422915,0.414912,0
175,0.429052,0.12766,0.072055,0.128831,0.003467,0.422915,0.414912,0
176,0.889076,0.297872,0.028432,0.500298,0.001928,0.487053,0.494737,0
177,0.451263,0.106383,0.040591,0.22895,0.002676,0.342569,0.675877,0
178,0.889695,0.042553,0.03957,0.336805,0.002603,0.40057,0.551316,0
179,0.009867,0.361702,0.048006,0.644749,0.003467,0.422915,0.414912,0
180,0.456307,0.531915,0.034016,0.539869,0.002306,0.57768,0.531579,0
181,0.456661,0.617021,0.030353,0.477536,0.002071,0.541688,0.507456,0
182,0.897925,0.659574,0.047826,0.402856,0.002935,0.38581,0.662719,0
183,0.031061,0.021277,0.050829,0.183576,0.003467,0.422915,0.414912,0
184,0.447016,0.297872,0.044464,0.587176,0.002908,0.461678,0.498246,0
185,0.9158,0.234043,0.050048,0.226718,0.003388,0.236665,0.501316,0
186,0.907482,0.808511,0.057464,0.427551,0.003874,0.401864,0.500439,0
187,0.43383,0.021277,0.045034,0.286671,0.003467,0.422915,0.414912,0
188,0.004336,0.787234,0.043563,0.635228,0.003467,0.422915,0.414912,0
189,0.880404,0.085106,0.029002,0.20247,0.001789,0.316416,0.7,0
190,0.867351,0.680851,0.028462,0.314341,0.001884,0.399534,0.721053,0
191,0.438166,0.957447,0.059475,0.43737,0.003467,0.422915,0.414912,0
192,0.004823,0.957447,0.062598,0.438262,0.003467,0.422915,0.414912,0
193,0.889739,0.659574,0.036448,0.567986,0.002586,0.641119,0.253509,0
194,0.447104,0.531915,0.043023,0.569176,0.002981,0.582082,0.399561,0
195,0.429627,0.021277,0.056593,0.215412,0.003467,0.422915,0.414912,0
196,0.880315,0.106383,0.040921,0.208123,0.002703,0.289228,0.548246,0
197,0.442326,0.87234,0.05242,0.347813,0.003467,0.422915,0.414912,0
198,0.907836,0.12766,0.029873,0.109491,0.001948,0.205852,0.690789,0
199,0.008628,0.957447,0.056173,0.558614,0.003467,0.422915,0.414912,0
200,0.013141,0.212766,0.040801,0.095061,0.003467,0.422915,0.414912,0
201,0.000973,0.808511,0.043983,0.62645,0.003467,0.422915,0.414912,0
202,0.022565,0.106383,0.043653,0.197263,0.003467,0.422915,0.414912,0
203,0.460378,0.510638,0.034616,0.498364,0.002393,0.492491,0.314912,0
204,0.459935,0.361702,0.06569,0.57349,0.004437,0.554894,0.392544,0
205,0.968895,0.957447,0.07953,0.440196,0.003793,0.333506,0.790351,0
206,0.89912,0.595745,0.075657,0.469949,0.005033,0.530036,0.464912,0
207,0.018274,0.276596,0.047076,0.38188,0.003467,0.422915,0.414912,0
208,0.013451,0.978723,0.068272,0.435733,0.003467,0.422915,0.414912,0
209,0.447237,0.914894,0.040171,0.547159,0.001863,0.360953,0.765789,0
210,0.425556,1.0,0.058394,0.229247,0.003467,0.422915,0.414912,0
211,0.47343,0.914894,0.029572,0.326688,0.001971,0.227602,0.748684,0
212,0.433476,0.93617,0.068242,0.44094,0.003467,0.422915,0.414912,0
213,0.0,0.297872,0.040861,0.402261,0.003467,0.422915,0.414912,0
214,0.885138,0.085106,0.047736,0.338143,0.003139,0.370016,0.606579,0
215,0.469714,0.191489,0.021286,0.091639,0.001429,0.113154,0.738596,0
216,0.438565,0.574468,0.051759,0.336358,0.003467,0.422915,0.414912,0
217,0.469979,0.489362,0.030143,0.439155,0.002065,0.304764,0.570175,0
218,0.000796,0.148936,0.074877,0.164683,0.003467,0.422915,0.414912,0
219,0.430069,0.212766,0.076828,0.300208,0.003467,0.422915,0.414912,0
220,0.438697,0.361702,0.0532,0.460726,0.003467,0.422915,0.414912,0
221,0.008716,0.489362,0.075417,0.589408,0.003467,0.422915,0.414912,0
222,0.000177,0.978723,0.047256,0.3374,0.003467,0.422915,0.414912,0
223,0.439007,0.957447,0.051759,0.430229,0.003467,0.422915,0.414912,0
224,0.469669,0.319149,0.044224,0.392294,0.002977,0.298809,0.589912,0
225,0.889651,0.12766,0.02663,0.161559,0.001735,0.303729,0.701316,0
226,0.912084,0.914894,0.043113,0.33011,0.002867,0.267737,0.618421,0
227,0.438299,0.06383,0.044434,0.189527,0.003467,0.422915,0.414912,0
228,0.451927,0.191489,0.032695,0.229991,0.001469,0.249612,0.853509,0
229,0.452325,0.595745,0.033025,0.533918,0.002223,0.642413,0.483772,0
230,0.898544,0.170213,0.034196,0.171526,0.002258,0.310461,0.614912,0
231,0.442458,0.06383,0.054011,0.309878,0.003745,0.372605,0.500526,0
232,0.880669,0.808511,0.037018,0.368789,0.002354,0.321595,0.718421,0
233,0.872528,0.042553,0.034917,0.286968,0.002227,0.413516,0.781579,0
234,0.473342,0.978723,0.042362,0.421749,0.002908,0.353444,0.25307,0
235,0.890359,0.446809,0.028942,0.714222,0.002029,0.686432,0.354825,0
236,0.456307,0.93617,0.034016,0.569325,0.00221,0.44899,0.753509,0
237,0.430069,0.574468,0.072655,0.515918,0.003467,0.422915,0.414912,0
238,0.013406,0.489362,0.057464,0.46742,0.003467,0.422915,0.414912,0
239,0.451175,0.808511,0.043233,0.743826,0.002823,0.582341,0.539912,0
240,0.456042,0.234043,0.032785,0.330854,0.002202,0.30347,0.692544,0
241,0.871643,0.829787,0.028822,0.475602,0.00178,0.35448,0.896053,0
242,0.455688,0.06383,0.036328,0.476793,0.002503,0.464785,0.589474,0
243,0.004867,0.0,0.042572,0.386938,0.003467,0.422915,0.414912,0
244,0.898102,0.87234,0.035727,0.524398,0.002472,0.515795,0.372807,0
245,0.438963,0.93617,0.053621,0.387236,0.003467,0.422915,0.414912,0
246,0.45113,0.957447,0.042272,0.643261,0.002775,0.439669,0.591228,0
247,0.442281,0.276596,0.047346,0.206635,0.003467,0.422915,0.414912,0
248,0.464758,0.914894,0.0263,0.287266,0.001743,0.230192,0.613596,0
249,0.018583,0.085106,0.045965,0.269265,0.003467,0.422915,0.414912,0
250,0.018583,0.319149,0.054281,0.446147,0.003467,0.422915,0.414912,0
251,0.424981,0.617021,0.066981,0.22895,0.003467,0.422915,0.414912,0
252,0.45144,0.06383,0.038219,0.476198,0.002576,0.526152,0.608772,0
253,0.434052,0.702128,0.051039,0.499851,0.003467,0.422915,0.414912,0
254,0.430025,0.085106,0.049838,0.171675,0.003467,0.422915,0.414912,0
255,0.00438,0.787234,0.045244,0.665873,0.003467,0.422915,0.414912,0
256,0.877129,0.680851,0.037919,0.619607,0.002615,0.518643,0.326316,0
257,0.876289,0.319149,0.029242,0.503422,0.001909,0.649146,0.408333,0
258,0.455998,0.170213,0.031644,0.249926,0.002098,0.292853,0.811842,0
259,0.45206,0.574468,0.033325,0.526927,0.002256,0.582082,0.404825,0
260,0.017654,0.06383,0.066681,0.402708,0.003467,0.422915,0.414912,0
261,0.912216,0.893617,0.053291,0.401815,0.003585,0.366132,0.428509,0
262,0.890182,0.382979,0.028942,0.76391,0.002036,0.715691,0.352193,0
263,0.88151,0.87234,0.027231,0.454924,0.001832,0.525117,0.465351,0
264,0.889739,0.404255,0.035037,0.68313,0.002441,0.713361,0.219737,0
265,0.469316,0.148936,0.027981,0.139393,0.001857,0.211807,0.562281,0
266,0.443166,0.914894,0.044224,0.435733,0.002983,0.375712,0.54693,0
267,0.468785,0.021277,0.027201,0.184023,0.001786,0.227861,0.616667,0
268,0.014291,0.148936,0.040591,0.22047,0.003467,0.422915,0.414912,0
269,0.460378,0.404255,0.045064,0.571705,0.003085,0.553858,0.281579,0
270,0.018008,0.851064,0.069653,0.400922,0.003467,0.422915,0.414912,0
271,0.868236,0.148936,0.022577,0.169295,0.000841,0.249612,0.864912,0
272,0.880359,0.829787,0.040531,0.386492,0.002686,0.343086,0.54386,0
273,0.424539,0.085106,0.040351,0.059209,0.003467,0.422915,0.414912,0
274,0.004734,0.12766,0.075207,0.265843,0.003467,0.422915,0.414912,0
275,0.87589,0.382979,0.034286,0.632699,0.002219,0.606163,0.467105,0
276,0.442281,0.021277,0.05317,0.407319,0.003467,0.422915,0.414912,0
277,0.469758,0.829787,0.04005,0.498959,0.002773,0.406007,0.334649,0
278,0.881023,0.085106,0.02675,0.145344,0.000841,0.290005,0.686842,0
279,0.894783,0.893617,0.080972,0.773728,0.005374,0.608752,0.51886,0
280,0.008982,0.319149,0.090219,0.6205,0.003467,0.422915,0.414912,0
281,0.00469,0.276596,0.119731,0.517703,0.003467,0.422915,0.414912,0
282,0.473475,0.085106,0.023388,0.138054,0.001589,0.246763,0.494737,0
283,0.433786,0.148936,0.041131,0.121839,0.003467,0.422915,0.414912,0
284,0.872484,0.319149,0.032004,0.570663,0.002083,0.63827,0.444737,0
285,0.911818,0.191489,0.023688,0.085094,0.001548,0.143967,0.688596,0
286,0.903411,0.893617,0.043683,0.459536,0.002921,0.419472,0.488596,0
287,0.425601,0.085106,0.055242,0.08554,0.003467,0.422915,0.414912,0
288,0.452369,0.723404,0.043383,0.675394,0.002968,0.605904,0.281579,0
289,0.004159,0.957447,0.043983,0.356442,0.003467,0.422915,0.414912,0
290,0.464758,0.446809,0.029182,0.406873,0.001982,0.299845,0.522368,0
291,0.009469,0.212766,0.041642,0.136418,0.003467,0.422915,0.414912,0
292,0.013185,0.319149,0.041281,0.530497,0.003467,0.422915,0.414912,0
293,0.030884,0.744681,0.055812,0.460726,0.003467,0.422915,0.414912,0
294,0.889695,0.148936,0.029092,0.189527,0.001878,0.294407,0.720175,0
295,0.89881,0.914894,0.04002,0.416245,0.002736,0.406007,0.339474,0
296,0.907128,0.93617,0.075447,0.460131,0.005158,0.535474,0.433772,0
297,0.880713,0.297872,0.029422,0.138352,0.000837,0.102538,0.838158,0
298,0.451484,0.87234,0.042122,0.667063,0.002823,0.545831,0.642544,0
299,0.877041,0.617021,0.029062,0.324903,0.001911,0.187727,0.555702,0
300,0.474227,0.170213,0.015762,0.038381,0.001047,0.050233,0.897807,0
301,0.881156,0.255319,0.031314,0.304522,0.002023,0.327033,0.749561,0
302,0.009823,0.170213,0.041582,0.150104,0.003467,0.422915,0.414912,0
303,0.45144,0.234043,0.038699,0.339185,0.000976,0.348265,0.662719,0
304,0.464625,0.659574,0.064519,0.434543,0.004462,0.461419,0.23114,0
305,0.44675,0.531915,0.043653,0.539274,0.002997,0.538322,0.479825,0
306,0.009513,0.87234,0.041732,0.689676,0.003467,0.422915,0.414912,0
307,0.885094,0.148936,0.029843,0.1687,0.001919,0.257639,0.663158,0
308,0.45998,0.829787,0.029032,0.538084,0.001986,0.472035,0.270175,0
309,0.031857,0.87234,0.055242,0.217792,0.003467,0.422915,0.414912,0
310,0.429715,0.851064,0.057674,0.449271,0.003467,0.422915,0.414912,0
311,0.880536,0.744681,0.038789,0.620351,0.002619,0.571207,0.419737,0
312,0.018583,0.340426,0.047856,0.477834,0.003467,0.422915,0.414912,0
313,0.429052,0.042553,0.056593,0.237578,0.003467,0.422915,0.414912,0
314,0.872395,0.319149,0.023418,0.492115,0.001313,0.524858,0.715351,0
315,0.894651,0.978723,0.069473,0.594615,0.004609,0.519679,0.498246,0
316,0.47405,0.12766,0.022247,0.085986,0.001475,0.165199,0.783333,0
317,0.456396,0.93617,0.033025,0.525588,0.002196,0.402123,0.692105,0
318,0.867926,0.148936,0.02669,0.193841,0.000839,0.238219,0.836842,0
319,0.031459,0.680851,0.06611,0.469652,0.003467,0.422915,0.414912,0
320,0.425158,0.638298,0.060796,0.489586,0.003467,0.422915,0.414912,0
321,0.433565,0.489362,0.055482,0.520232,0.003467,0.422915,0.414912,0
322,0.46874,0.085106,0.02621,0.142368,0.00177,0.251165,0.597807,0
323,4.4e-05,0.148936,0.040951,0.151889,0.003467,0.422915,0.414912,0
324,0.013185,0.12766,0.040801,0.179411,0.003467,0.422915,0.414912,0
325,0.911464,0.723404,0.044734,0.363136,0.00291,0.381409,0.665351,0
326,0.867395,1.0,0.025129,0.23981,0.001639,0.307354,0.796053,0
327,0.442326,0.255319,0.027891,0.078994,0.0,0.028742,0.500526,0
328,0.433653,0.106383,0.041251,0.12645,0.003467,0.422915,0.414912,0
329,0.875979,0.021277,0.029362,0.277447,0.001915,0.323925,0.548684,0
330,0.903633,0.723404,0.062808,0.54091,0.004188,0.468928,0.568421,0
331,0.443432,0.021277,0.043803,0.454032,0.00291,0.401346,0.642544,0
332,0.872218,0.382979,0.033325,0.645344,0.002127,0.532626,0.782018,0
333,0.45113,0.702128,0.041161,0.649658,0.002705,0.58001,0.489912,0
334,0.005265,0.680851,0.086796,0.576168,0.003467,0.422915,0.414912,0
335,0.438653,0.085106,0.045485,0.165129,0.003467,0.422915,0.414912,0
336,0.915756,0.06383,0.05269,0.246802,0.003587,0.382962,0.413158,0
337,0.90788,0.170213,0.033686,0.158584,0.002229,0.197307,0.617982,0
338,0.461042,0.510638,0.030023,0.365516,0.002061,0.255567,0.444737,0
339,0.443255,0.553191,0.042542,0.31568,0.002773,0.220611,0.717105,0
340,0.903367,0.893617,0.041792,0.456114,0.002792,0.498446,0.442105,0
341,0.004292,0.978723,0.047076,0.48795,0.003467,0.422915,0.414912,0
342,0.456307,0.638298,0.034016,0.511901,0.002295,0.556965,0.552632,0
343,0.912128,0.276596,0.040261,0.188783,0.002615,0.20378,0.733333,0
344,0.868103,0.12766,0.024889,0.119607,0.001631,0.188244,0.836404,0
345,0.902748,0.702128,0.046235,0.494793,0.003099,0.547385,0.392105,0
346,0.880448,0.93617,0.038189,0.424576,0.002547,0.353444,0.530263,0
347,0.86828,0.021277,0.027531,0.294258,0.001631,0.299068,0.770175,0
348,0.876156,0.489362,0.024559,0.505058,0.000818,0.255826,0.857018,0
349,0.018097,0.893617,0.056263,0.373847,0.003467,0.422915,0.414912,0
350,0.885182,0.595745,0.030023,0.487504,0.002073,0.525375,0.256579,0
351,0.473917,0.957447,0.027591,0.453585,0.001793,0.273692,0.816667,0
352,0.868103,0.93617,0.029753,0.443618,0.001942,0.320041,0.788158,0
353,0.907261,0.957447,0.087667,0.444511,0.00581,0.450026,0.543421,0
354,0.44675,0.191489,0.016272,0.2169,0.001049,0.236924,0.741228,0
355,0.013672,0.297872,0.041431,0.481553,0.003467,0.422915,0.414912,0
356,0.877041,0.319149,0.033025,0.270158,0.002152,0.124029,0.626754,0
