,x1,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,y
17,50000.0,25,0.0,0.0,0.0,0.0,0.0,2.0,51461.0,51179.0,50628.0,50154.0,53936.0,51459.0,2000.0,1771.0,1770.0,6038.0,0.0,2112.0,0
18,200000.0,34,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,2603.0,11381.0,0.0,1000.0,0.0,0.0,11381.0,0.0,1000.0,0.0,0.0,0.0,0
19,400000.0,38,0.0,0.0,0.0,0.0,-1.0,-1.0,2988.0,3983.0,3417.0,3267.0,186.0,1200.0,1222.0,1000.0,1200.0,186.0,1200.0,0.0,0
20,360000.0,27,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,660.0,660.0,658.0,1095.0,4948.0,3861.0,663.0,661.0,1100.0,4953.0,19.0,1264.0,0
21,100000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,107224.0,107126.0,101859.0,79519.0,74368.0,58481.0,7000.0,3533.0,2673.0,3500.0,4303.0,3023.0,0
22,210000.0,34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5081.0,4053.0,3853.0,3942.0,2338.0,1767.0,4055.0,3856.0,3945.0,2338.0,1767.0,0.0,0
23,240000.0,53,-2.0,-2.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,2007.0,-40.0,-40.0,8091.0,0.0,2007.0,40.0,0.0,8131.0,0.0,0
24,240000.0,35,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,11119.0,10361.0,10000.0,10200.0,30000.0,24000.0,10722.0,10000.0,10200.0,30000.0,4000.0,21245.0,0
25,70000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0
26,70000.0,25,0.0,0.0,0.0,0.0,2.0,2.0,35871.0,37174.0,37904.0,40651.0,39697.0,42253.0,1902.0,1632.0,3379.0,0.0,3200.0,0.0,0
27,130000.0,35,0.0,0.0,0.0,-2.0,-2.0,-2.0,1923.0,1995.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
28,60000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,57030.0,48742.0,35628.0,31738.0,28217.0,29817.0,5000.0,2000.0,1022.0,1009.0,5000.0,1000.0,0
29,200000.0,36,0.0,-1.0,-1.0,0.0,0.0,0.0,10317.0,5755.0,8587.0,7782.0,6987.0,7662.0,5788.0,8587.0,5314.0,5000.0,5000.0,6000.0,0
30,80000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,80133.0,74838.0,62696.0,27693.0,25594.0,29155.0,3539.0,3180.0,818.0,1018.0,10006.0,3616.0,0
31,220000.0,47,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7625.0,8325.0,1497.0,0.0,0.0,7625.0,8334.0,1497.0,0.0,0.0,7625.0,2226.0,0
32,80000.0,37,0.0,0.0,0.0,-1.0,0.0,-1.0,10559.0,11991.0,14286.0,1554.0,6554.0,2615.0,1621.0,5000.0,1554.0,5000.0,2615.0,5308.0,0
33,210000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,161159.0,165071.0,173443.0,179686.0,197458.0,138218.0,8000.0,13000.0,10000.0,20000.0,7000.0,7000.0,0
34,110000.0,32,1.0,-1.0,0.0,0.0,0.0,-2.0,0.0,1670.0,11693.0,7903.0,-18.0,-18.0,1670.0,10200.0,0.0,0.0,0.0,0.0,0
35,70000.0,34,-2.0,-2.0,-1.0,0.0,0.0,0.0,58875.0,0.0,72772.0,39980.0,40126.0,39788.0,0.0,72772.0,1400.0,1500.0,1500.0,1600.0,0
36,130000.0,54,0.0,0.0,0.0,0.0,0.0,0.0,89913.0,90555.0,93576.0,95121.0,64712.0,66016.0,3300.0,5000.0,4500.0,2400.0,2600.0,2600.0,0
37,240000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,226047.0,230787.0,236518.0,232756.0,214781.0,219313.0,10000.0,11000.0,10300.0,7700.0,8000.0,8100.0,0
38,100000.0,38,3.0,2.0,-1.0,-1.0,0.0,0.0,2156.0,1151.0,1151.0,35499.0,33051.0,36627.0,0.0,1151.0,35499.0,10000.0,6627.0,7000.0,0
39,200000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,47550.0,51427.0,52672.0,53682.0,51841.0,52921.0,5000.0,2672.0,2492.0,2006.0,2069.0,2258.0,0
40,150000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,86787.0,89610.0,86738.0,75859.0,74108.0,75898.0,5120.0,4021.0,2500.0,3000.0,2800.0,1700.0,0
41,180000.0,42,0.0,0.0,0.0,2.0,0.0,0.0,102449.0,104807.0,111048.0,107782.0,110879.0,113666.0,5500.0,9500.0,0.0,5000.0,5000.0,5000.0,0
42,200000.0,53,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,5059.0,0.0,16556.0,0.0,0.0,47140.0,0.0,16556.0,0.0,0.0,47140.0,0.0,0
43,180000.0,25,0.0,0.0,0.0,0.0,2.0,2.0,4745.0,5765.0,6631.0,8386.0,8109.0,8820.0,1257.0,1123.0,1878.0,0.0,1000.0,0.0,0
44,70000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,37199.0,38296.0,39357.0,40302.0,41202.0,41865.0,1700.0,1700.0,1600.0,1700.0,1500.0,1600.0,0
45,180000.0,38,0.0,0.0,0.0,0.0,0.0,0.0,179307.0,183613.0,182709.0,149997.0,142612.0,140493.0,7294.0,6792.0,5490.0,5156.0,5232.0,6288.0,0
46,80000.0,50,2.0,0.0,0.0,0.0,0.0,0.0,115027.0,118188.0,117725.0,118100.0,60745.0,54509.0,6000.0,5500.0,4356.0,3000.0,2100.0,5000.0,0
47,290000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,263796.0,268765.0,209697.0,212359.0,216989.0,221260.0,11320.0,10000.0,7600.0,8000.0,8000.0,8200.0,0
48,300000.0,45,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,1669.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,289.0,0
49,460000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,386437.0,393742.0,392625.0,368365.0,377858.0,362132.0,15000.0,15000.0,15000.0,15000.0,15000.0,20000.0,0
50,150000.0,36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13447.0,17877.0,25172.0,4694.0,6292.0,13943.0,17914.0,25349.0,4694.0,6324.0,14433.0,17378.0,0
51,200000.0,29,0.0,-1.0,0.0,0.0,0.0,0.0,1467.0,439.0,2257.0,43720.0,43968.0,45182.0,439.0,2000.0,42000.0,1700.0,2000.0,1700.0,0
52,120000.0,30,2.0,-1.0,3.0,2.0,0.0,-1.0,1248.0,1701.0,1551.0,1410.0,479.0,3158.0,1701.0,0.0,9.0,0.0,3158.0,0.0,0
53,140000.0,30,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,50000.0,22,0.0,0.0,0.0,-1.0,0.0,0.0,46831.0,47233.0,22469.0,28197.0,18784.0,17263.0,4000.0,2442.0,28197.0,634.0,799.0,3200.0,0
55,190000.0,29,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,51632.0,9803.0,3427.0,924.0,-876.0,-969.0,1000.0,3524.0,929.0,869.0,7.0,1587.0,0
56,150000.0,42,-1.0,2.0,2.0,-1.0,0.0,-1.0,496.0,1188.0,940.0,965.0,965.0,726.0,940.0,0.0,965.0,0.0,726.0,0.0,0
57,80000.0,22,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1941.0,2132.0,1667.0,2146.0,1073.0,2761.0,2132.0,1667.0,2146.0,0.0,2761.0,1073.0,0
58,20000.0,27,0.0,0.0,0.0,0.0,-1.0,0.0,19667.0,15.0,15.0,41.0,10522.0,12340.0,0.0,0.0,26.0,19700.0,2000.0,2000.0,0
59,30000.0,51,0.0,0.0,-1.0,-1.0,-1.0,-1.0,11860.0,6846.0,7090.0,2680.0,390.0,0.0,1000.0,7090.0,2680.0,390.0,0.0,780.0,0
60,70000.0,48,0.0,0.0,0.0,-1.0,-1.0,-1.0,8439.0,7606.0,8638.0,1230.0,390.0,890.0,1188.0,2000.0,1230.0,390.0,890.0,215.0,0
61,80000.0,29,1.0,-2.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,1612.0,16388.0,0.0,0.0,0.0,1612.0,16415.0,0.0,0.0,1800.0,0
62,150000.0,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,833.0,1601.0,9253.0,33062.0,2328.0,4121.0,1606.0,9297.0,33243.0,2336.0,4140.0,10859.0,0
63,170000.0,57,0.0,0.0,0.0,0.0,0.0,0.0,163452.0,163148.0,161315.0,164366.0,124387.0,120529.0,7300.0,8000.0,7800.0,4600.0,5000.0,5100.0,0
64,20000.0,34,0.0,0.0,0.0,0.0,-1.0,0.0,15494.0,11950.0,11292.0,10790.0,780.0,780.0,1488.0,1220.0,608.0,780.0,0.0,0.0,0
65,210000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,127491.0,118800.0,105606.0,94344.0,82676.0,73154.0,6018.0,4900.0,4340.0,2880.0,2650.0,2000.0,0
66,100000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,152330.0,66107.0,60734.0,48816.0,28679.0,30231.0,3000.0,2231.0,1617.0,1000.0,2000.0,590.0,0
67,50000.0,24,0.0,0.0,-2.0,-2.0,-2.0,-2.0,34500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,200000.0,33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1201.0,0.0,973.0,0.0,161.0,1174.0,0.0,973.0,0.0,161.0,1174.0,598.0,0
69,310000.0,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,14619.0,1881.0,13750.0,9837.0,7785.0,14460.0,12484.0,13961.0,9838.0,7785.0,14460.0,14195.0,0
70,310000.0,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4040.0,4048.0,3959.0,205.0,3199.0,5104.0,4068.0,3964.0,205.0,3209.0,5109.0,1434.0,0
71,50000.0,59,1.0,2.0,0.0,0.0,0.0,0.0,44977.0,43981.0,44996.0,45736.0,46748.0,47816.0,0.0,2045.0,1785.0,1900.0,2000.0,2210.0,0
72,20000.0,30,3.0,2.0,3.0,3.0,5.0,4.0,15556.0,16987.0,18406.0,20795.0,20175.0,21265.0,2000.0,2000.0,3000.0,0.0,2000.0,0.0,0
73,190000.0,30,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,6544.0,18191.0,18205.0,14442.0,31465.0,2589.0,19699.0,18295.0,9900.0,31465.0,2589.0,22041.0,0
74,60000.0,35,2.0,2.0,2.0,2.0,2.0,2.0,20195.0,21267.0,21332.0,21680.0,23011.0,23498.0,1700.0,700.0,1000.0,2000.0,1000.0,0.0,0
75,420000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,41354.0,45723.0,33124.0,31987.0,23703.0,22776.0,7004.0,9000.0,7000.0,5000.0,5000.0,10433.0,0
76,50000.0,48,0.0,-1.0,-1.0,0.0,-1.0,-1.0,5994.0,1478.0,2946.0,1473.0,1473.0,1473.0,1478.0,4419.0,0.0,1473.0,1473.0,1473.0,0
77,170000.0,31,1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,427.0,427.0,23321.0,23475.0,25218.0,427.0,0.0,23500.0,840.0,2121.0,0.0,0
78,100000.0,40,0.0,0.0,0.0,-1.0,-1.0,-1.0,99958.0,76554.0,58610.0,9779.0,12273.0,2701.0,2975.0,2789.0,9779.0,12273.0,3105.0,16828.0,0
79,130000.0,39,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,957.0,6214.0,1625.0,728.0,2464.0,1139.0,6220.0,1628.0,730.0,2466.0,1145.0,650.0,0
80,280000.0,37,-1.0,-1.0,0.0,0.0,0.0,0.0,1152.0,49293.0,44707.0,39607.0,37542.0,34812.0,49349.0,3045.0,5028.0,5034.0,5024.0,5002.0,0
81,10000.0,27,1.0,2.0,0.0,0.0,0.0,0.0,5150.0,4922.0,5941.0,6984.0,7120.0,7267.0,0.0,1257.0,1300.0,400.0,410.0,420.0,0
82,500000.0,33,0.0,0.0,0.0,0.0,0.0,0.0,5322.0,5920.0,6061.0,7289.0,8313.0,6490.0,1125.0,1280.0,1791.0,1528.0,1512.0,1370.0,0
83,240000.0,46,0.0,0.0,0.0,0.0,-2.0,-2.0,233438.0,240715.0,246000.0,-150.0,-150.0,-150.0,11250.0,10950.0,0.0,0.0,0.0,672.0,0
84,20000.0,35,0.0,0.0,2.0,0.0,0.0,0.0,16528.0,19347.0,18600.0,19000.0,19000.0,20000.0,3400.0,0.0,1000.0,0.0,1000.0,0.0,0
85,70000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,72286.0,71602.0,72457.0,71058.0,29672.0,28836.0,2600.0,3500.0,3000.0,1000.0,1500.0,478.0,0
86,30000.0,38,2.0,0.0,0.0,0.0,0.0,-2.0,28484.0,29242.0,30037.0,29682.0,0.0,0.0,1905.0,1700.0,1108.0,0.0,0.0,0.0,0
87,50000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,50998.0,51103.0,50262.0,20304.0,20319.0,20330.0,2209.0,1726.0,710.0,724.0,733.0,712.0,0
88,160000.0,28,-1.0,-1.0,-1.0,0.0,0.0,0.0,1049.0,2058.0,2164.0,3975.0,3720.0,5668.0,2060.0,2164.0,2000.0,1500.0,2000.0,1737.0,0
89,360000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,264971.0,257086.0,253407.0,259551.0,265149.0,340930.0,9043.0,8847.0,10000.0,10000.0,80016.0,15000.0,0
90,210000.0,27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.0,-310.0,1527.0,1901.0,0.0,2706.0,0.0,3054.0,2189.0,0.0,2706.0,0.0,0
91,210000.0,34,0.0,0.0,0.0,0.0,0.0,0.0,73329.0,74261.0,75602.0,76062.0,76287.0,76971.0,2700.0,3500.0,3300.0,3000.0,3000.0,3000.0,0
92,240000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,180517.0,175125.0,176674.0,160551.0,150735.0,154200.0,8022.0,6161.0,5730.0,5486.0,5987.0,5568.0,0
93,180000.0,29,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,4184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
94,120000.0,43,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,3972.0,2809.0,1021.0,2311.0,3868.0,2980.0,2816.0,1021.0,2321.0,3868.0,2980.0,0.0,0
95,300000.0,28,-1.0,-1.0,-1.0,-1.0,0.0,0.0,16094.0,2259.0,0.0,12880.0,14895.0,9386.0,2259.0,0.0,12880.0,2500.0,200.0,280.0,0
96,360000.0,36,-1.0,-1.0,-1.0,0.0,0.0,0.0,356913.0,208305.0,68214.0,168014.0,16209.0,18918.0,210000.0,170000.0,100000.0,3000.0,3000.0,5000.0,0
97,50000.0,25,1.0,-1.0,0.0,0.0,0.0,0.0,-1159.0,40819.0,11143.0,9580.0,9793.0,8768.0,48000.0,3009.0,1000.0,321.0,2000.0,1000.0,0
98,500000.0,29,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19440.0,0
99,130000.0,28,0.0,0.0,0.0,0.0,0.0,-2.0,92174.0,93991.0,54735.0,31682.0,0.0,0.0,4086.0,2635.0,1700.0,0.0,0.0,0.0,0
100,280000.0,35,-1.0,2.0,2.0,-1.0,2.0,-1.0,199.0,199.0,-127.0,1012.0,536.0,982.0,0.0,0.0,1548.0,0.0,982.0,601.0,0
101,500000.0,46,-2.0,-2.0,-1.0,0.0,0.0,-1.0,28412.0,72222.0,248807.0,179086.0,160121.0,52190.0,72234.0,248902.0,3582.0,3202.0,52190.0,53710.0,0
102,160000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,156098.0,156259.0,155404.0,153234.0,156731.0,155818.0,6000.0,6000.0,5600.0,6000.0,6000.0,5500.0,0
103,100000.0,36,0.0,0.0,0.0,0.0,0.0,0.0,21237.0,16723.0,15868.0,8275.0,5954.0,7075.0,3013.0,4031.0,3012.0,2006.0,3121.0,5781.0,0
104,150000.0,46,0.0,0.0,0.0,0.0,0.0,0.0,97832.0,98403.0,99263.0,100920.0,86781.0,71408.0,4555.0,3500.0,3300.0,3027.0,3000.0,2700.0,0
105,30000.0,25,-1.0,2.0,2.0,0.0,0.0,0.0,30119.0,31240.0,30311.0,30270.0,28958.0,30974.0,1900.0,0.0,957.0,7000.0,4530.0,0.0,0
106,70000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,19492.0,20054.0,14016.0,14782.0,15249.0,15595.0,1600.0,1300.0,1000.0,701.0,1000.0,1000.0,0
107,20000.0,26,2.0,2.0,0.0,0.0,0.0,0.0,17368.0,16801.0,17789.0,17419.0,17628.0,18125.0,0.0,1281.0,771.0,640.0,790.0,761.0,0
108,120000.0,36,0.0,0.0,0.0,0.0,2.0,2.0,84171.0,76025.0,78068.0,78589.0,77213.0,82567.0,3438.0,4000.0,12242.0,0.0,6894.0,0.0,0
109,210000.0,37,-1.0,-1.0,-1.0,-1.0,0.0,0.0,430.0,1570.0,17036.0,73158.0,46823.0,1427.0,1570.0,17036.0,73158.0,936.0,29.0,630.0,0
110,100000.0,42,0.0,0.0,0.0,0.0,0.0,-2.0,61618.0,60380.0,58567.0,79527.0,18950.0,19667.0,2406.0,2200.0,22004.0,656.0,1000.0,396.0,0
111,10000.0,25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1261.0,1261.0,390.0,390.0,390.0,0.0,1261.0,390.0,390.0,390.0,0.0,780.0,0
112,50000.0,26,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1363.0,0.0,1624.0,0.0,0.0,1363.0,0.0,1624.0,2349.0,0
113,80000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,47836.0,49038.0,53158.0,48269.0,48019.0,46908.0,2000.0,5000.0,2000.0,2000.0,2000.0,2000.0,0
114,30000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,26135.0,27407.0,29002.0,26806.0,25948.0,22162.0,2000.0,2500.0,1500.0,1000.0,2000.0,3000.0,0
115,70000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,68445.0,67371.0,68263.0,68927.0,69176.0,70592.0,3001.0,3052.0,3348.0,2617.0,2840.0,2674.0,0
116,440000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,169661.0,167199.0,158520.0,156977.0,157963.0,151936.0,8071.0,9021.0,7013.0,6013.0,6028.0,6010.0,0
117,300000.0,38,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118,440000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,412962.0,409812.0,393255.0,370202.0,258387.0,255740.0,15000.0,20000.0,15305.0,10070.0,15037.0,10052.0,0
119,20000.0,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120,80000.0,44,2.0,0.0,0.0,0.0,2.0,2.0,57076.0,58358.0,58992.0,62696.0,64148.0,62965.0,2800.0,2200.0,4700.0,2600.0,0.0,4400.0,0
121,240000.0,33,0.0,0.0,0.0,2.0,0.0,0.0,64853.0,67948.0,197032.0,169878.0,164926.0,160600.0,8000.0,157500.0,0.0,5759.0,5775.0,6407.0,0
122,150000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,23364.0,22846.0,25779.0,22303.0,16981.0,16837.0,1450.0,5779.0,1300.0,700.0,1000.0,1000.0,0
123,230000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,53542.0,79186.0,49984.0,35526.0,24540.0,16038.0,36000.0,1222.0,7510.0,491.0,6600.0,0.0,0
124,220000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,223150.0,226034.0,227153.0,174717.0,171145.0,174076.0,10000.0,9200.0,6300.0,6200.0,6600.0,9000.0,0
125,50000.0,27,2.0,0.0,0.0,-1.0,-1.0,-1.0,13979.0,11243.0,4396.0,3120.0,1805.0,16820.0,1261.0,1396.0,3125.0,1805.0,16820.0,3000.0,0
126,150000.0,53,0.0,0.0,0.0,0.0,0.0,0.0,29076.0,14131.0,15112.0,13652.0,86575.0,82377.0,1200.0,1500.0,3795.0,80000.0,1700.0,0.0,0
127,80000.0,45,0.0,0.0,0.0,0.0,0.0,0.0,30063.0,30399.0,24577.0,24788.0,18522.0,17873.0,1843.0,1233.0,882.0,633.0,842.0,12000.0,0
128,100000.0,26,0.0,0.0,0.0,0.0,0.0,0.0,46891.0,48134.0,49331.0,50508.0,51543.0,52685.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
129,260000.0,59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1929.0,-627.0,4134.0,792.0,1309.0,2557.0,627.0,7388.0,792.0,1312.0,2564.0,804.0,0
130,500000.0,43,-1.0,-1.0,-1.0,0.0,0.0,-1.0,3959.0,0.0,285138.0,249445.0,222831.0,200.0,0.0,285138.0,4989.0,100.0,200.0,528666.0,0
131,150000.0,44,0.0,0.0,0.0,0.0,0.0,0.0,146277.0,127679.0,73323.0,74783.0,76360.0,77868.0,3952.0,2614.0,2631.0,2735.0,2740.0,2720.0,0
132,90000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,86076.0,87567.0,78646.0,79212.0,54659.0,55902.0,3012.0,3100.0,3116.0,2000.0,2100.0,2100.0,0
133,280000.0,39,0.0,0.0,0.0,0.0,0.0,0.0,97694.0,89690.0,86812.0,87813.0,88267.0,89676.0,4014.0,4300.0,4153.0,2900.0,2500.0,2600.0,0
134,120000.0,53,-1.0,2.0,-1.0,-1.0,0.0,-1.0,1743.0,316.0,316.0,632.0,316.0,316.0,0.0,316.0,632.0,0.0,316.0,816.0,0
135,400000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0
136,30000.0,28,2.0,2.0,2.0,2.0,2.0,2.0,19334.0,20218.0,19607.0,21778.0,22124.0,22622.0,1500.0,0.0,2500.0,1000.0,1000.0,900.0,0
137,50000.0,32,0.0,0.0,0.0,2.0,0.0,0.0,13185.0,5070.0,6815.0,6068.0,7798.0,8511.0,1255.0,2000.0,0.0,2000.0,1000.0,500.0,0
138,50000.0,41,0.0,0.0,0.0,0.0,0.0,0.0,50516.0,44187.0,20314.0,19707.0,19566.0,19916.0,2721.0,1750.0,1200.0,1000.0,1000.0,1000.0,0
139,240000.0,39,0.0,-1.0,0.0,0.0,0.0,0.0,52595.0,238861.0,198351.0,195242.0,187710.0,171828.0,238861.0,6678.0,7537.0,10555.0,5223.0,5829.0,0
140,230000.0,30,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,2380.0,0.0,0.0,0.0,0.0,31868.0,0.0,0.0,0.0,0.0,31868.0,13216.0,0
141,100000.0,45,0.0,0.0,0.0,0.0,0.0,0.0,10529.0,12723.0,15807.0,18901.0,21794.0,25051.0,2688.0,3688.0,3288.0,3288.0,3688.0,0.0,0
142,120000.0,44,0.0,0.0,0.0,0.0,0.0,0.0,16735.0,18150.0,19528.0,19065.0,18617.0,21381.0,2000.0,2000.0,2000.0,1000.0,3000.0,2000.0,0
143,110000.0,29,0.0,0.0,0.0,-2.0,-1.0,2.0,27340.0,17353.0,0.0,0.0,3161.0,2996.0,10000.0,0.0,0.0,3161.0,0.0,30000.0,0
144,260000.0,38,-1.0,-1.0,2.0,2.0,-1.0,2.0,263.0,511.0,248.0,-15.0,3526.0,263.0,512.0,1.0,1.0,3805.0,1.0,527.0,0
145,10000.0,37,0.0,-1.0,0.0,0.0,0.0,0.0,10000.0,7419.0,7392.0,8265.0,8631.0,17974.0,7419.0,1400.0,1000.0,500.0,500.0,500.0,0
146,150000.0,35,1.0,-1.0,-1.0,-2.0,-2.0,-1.0,0.0,1070.0,-240.0,-240.0,-240.0,390.0,1070.0,0.0,0.0,0.0,1170.0,390.0,0
